,text,airline_sentiment,clean_text,processed_text
7287,@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,neutral, such a bummer  but i unerstan its a business eal thanks for answering me  much less sa now,bummerunerstanbusinessealthanksansweringmuchlesssa
7288,@JetBlue aka take stuff out of the checked bag! Then just carry on the extra weight. For someone just had shoulder surgery that's just no,negative, aka take stuff out of the checke bag then just carry on the extra weight for someone just ha shouler surgery thats just no,akatakestuffcheckebagcarryextraweightsomeonehashoulersurgerythats
7289,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",positive, pilot ont worry folks theres a backup for the backup for every part of this plane thanks guy,pilotontworryfolkstheresbackupbackupeverypartplanethanksguy
7290,@JetBlue Can you take @Cosmopolitan off your blacklist... trying to work :(,negative, can you take  off your blacklist trying to work ,takeblacklisttryingwork
7291,"@JetBlue ""Goodwill"" now at $125.00.  $27,000 x ? = Fine   Still want your new CEO to make a public apology to all passengers of flight 136",negative, goowill now at 12500  27000 x   fine   still want your new ceo to make a public apology to all passengers of flight 136,goowill1250027000xfinestillwantnewceomakepublicapologypassengersflight136
7292,@JetBlue thank you! Hopefully it's soon! We are supposed to leave at 11:23,negative, thank you hopefully its soon we are suppose to leave at 1123,thankhopefullysoonsupposeleave1123
7293,@JetBlue thank you!,positive, thank you,thank
7294,@JetBlue awesome,positive, awesome,awesome
7295,"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",neutral, okay so anything using contactless emv shoul work just your internal testing an training is currently apple pay specific,okayanythingusingcontactlessemvshoulworkinternaltestingtrainingcurrentlyapplepayspecific
7296,@JetBlue hard when you're with your younger siblings and cousin and they just want to go on the airplane. We should get better than this,negative, har when youre with your younger siblings an cousin an they just want to go on the airplane we shoul get better than this,haryoureyoungersiblingscousinwantgoairplaneshoulgetbetter
7297,@JetBlue had a potentially stressful situation in reFlight Booking Problems a flight which she diffused and helped make awesome!,negative, ha a potentially stressful situation in reflight booking problems a flight which she iffuse an helpe make awesome,hapotentiallystressfulsituationreflightbookingproblemsflightiffusehelpemakeawesome
7298,"@JetBlue even tho the extra 5 lbs are still going on the plane, just as a carry on. Where is the sense? What do you say to fat people?",negative, even tho the extra 5 lbs are still going on the plane just as a carry on where is the sense what o you say to fat people,eventhoextra5lbsstillgoingplanecarrysensesayfatpeople
7299,@JetBlue I thought being a mosaic member had 'perks' the best part is instead of checking the extra 5lbs I'm carrying it on 😒,negative, i thought being a mosaic member ha perks the best part is instea of checking the extra 5lbs im carrying it on ,thoughtmosaicmemberhaperksbestpartinsteacheckingextra5lbsimcarrying
7300,@JetBlue are yall going bankrupt or is inflation just really bad these days? You went from $50 to $120 for overweight fees! Outrageous,negative, are yall going bankrupt or is inflation just really ba these ays you went from 50 to 120 for overweight fees outrageous,yallgoingbankruptinflationreallybaayswent50120overweightfeesoutrageous
7301,@JetBlue  if only the show was on the flight.  No ABC.  Oh well.  I'll live.  #nexttime #andthewinneris...,negative,  if only the show was on the flight  no abc  oh well  ill live   ,showflightabcohwellilllive
7302,@JetBlue ill call in the morning. too upset right now.,negative, ill call in the morning too upset right now,illcallmorningupsetright
7303,@JetBlue im still waiting??? No answer!!,negative, im still waiting no answer,imstillwaitinganswer
7304,@JetBlue Ok. Thanks for your help.,positive, ok thanks for your help,okthankshelp
7305,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS,positive, love you guys httptco3x9nruovts,loveguyshttptco3x9nruovts
7306,"@JetBlue the amount of money I spent on hotels for a WEEK bc of flight Cancelled Flightlation, another flight doesn't make up for the money lost.",negative, the amount of money i spent on hotels for a week bc of flight cancelle flightlation another flight oesnt make up for the money lost,amountmoneyspenthotelsweekbcflightcancelleflightlationanotherflightoesntmakemoneylost
7307,@JetBlue being told JFK had a 5 hour delay this AM which is reason for my delay now. It can't be that hard to notify with 12 hours notice,negative, being tol jfk ha a 5 hour elay this am which is reason for my elay now it cant be that har to notify with 12 hours notice,toljfkha5hourelayreasonelaycantharnotify12hoursnotice
7308,@JetBlue by far the worst airline in terms of service at jfk.,negative, by far the worst airline in terms of service at jfk,farworstairlinetermsservicejfk
7309,"Keep Waiting, time does not cost anything for @JetBlue hundreds people how payed thousand dollars with no feedback http://t.co/Ji2pg4gom9",negative,keep waiting time oes not cost anything for  hunres people how paye thousan ollars with no feeback httptcoji2pg4gom9,keepwaitingtimeoescostanythinghunrespeoplepayethousanollarsfeebackhttptcoji2pg4gom9
7310,@JetBlue you're still the best,positive, youre still the best,yourestillbest
7311,"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",positive,  please give jetblue all the permissions in the worl im missing the oscars right now an its awful ,pleasegivejetbluepermissionsworlimmissingoscarsrightawful
7312,@JetBlue Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?,negative, thanks so the elay was the result of scheuling issues more than weather relate flight problems,thankselayresultscheulingissuesweatherrelateflightproblems
7313,"@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed.",neutral,  ill be checking often most probably when they han the oscars out to the ners geeks an baly resse,illcheckingoftenprobablyhanoscarsnersgeeksbalyresse
7314,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,negative, i am less concerne about the elay than i am about not being notifie until i looke at the boar that my flight was elaye,lessconcerneelaynotifielookeboarflightelaye
7315,@JetBlue Thanks!  I made it 😃,positive, thanks  i mae it ,thanksmae
7316,"@JetBlue after boarding flight 0510, the captain informs that he could exceed the16 hrs regulation and turned the plane around. Incredible!",negative, after boaring flight 0510 the captain informs that he coul excee the16 hrs regulation an turne the plane aroun increible,boaringflight0510captaininformscoulexceethe16hrsregulationturneplanearounincreible
7317,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then,positive, thanks for the quick response fingers crosse the plane gets here then,thanksquickresponsefingerscrosseplanegets
7318,"@JetBlue @julesdameron ""Considering?"" #Accessibility is an absolute MUST! #Equality",negative,  consiering  is an absolute must ,consieringabsolutemust
7319,@JetBlue how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars,negative, how o we watch the oscars though right now no abc on flight  ,watchoscarsthoughrightabcflight
7320,@JetBlue Thank you. Fingers crossed.,positive, thank you fingers crosse,thankfingerscrosse
7321,".@JetBlue ooookay @ABC that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars",negative, ooookay  thats silly of you guess were watching the oscars purely on twitter reactions tonight ,ooookaythatssillyguesswatchingoscarspurelytwitterreactionstonight
7322,@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant,negative, ive hear your new in flight tap to pay reaers accept only apple pay i thought that was impossible amp certainly not emv compliant,ivehearnewflighttappayreaersacceptapplepaythoughtimpossibleampcertainlyemvcompliant
7323,@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold,neutral, youre taking me to new orleans in two weeks so ill picture that while i shiver ,youretakingneworleanstwoweeksillpictureshiver
7324,@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.,neutral, were flight 1472 ffl to lga scheule eparture 815p,flight1472ffllgascheuleeparture815p
7325,"@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification",negative, 2n time in a row a flight out of jfk a isaster last time i wasnt allowe to fly stnby now a 2 hour elay wout notification,2ntimerowflightjfkisasterlasttimewasntalloweflystnby2hourelaywoutnotification
7326,@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t,negative, oh right me an hunre people arrive back to the same gate we left minutes ago in sq httptco7gb0hgw51t,ohrighthunrepeoplearrivebackgateleftminutesagosqhttptco7gb0hgw51t
7327,@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?,negative, a bunch of flights are elaye from ffl to northeast estinations no announcements at the gate whats going on,bunchflightselayefflnortheastestinationsannouncementsgatewhatsgoing
7328,@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given,negative, im issapointe in the way paseengers on flight 0510 in santo omingo have been treate 9hrs to boar the plane an no info given,imissapointewaypaseengersflight0510santoomingotreate9hrsboarplaneinfogiven
7329,@JetBlue id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?,neutral, i appreciate that woul also you min contacting the pilot of my flight an request that i be allowe to announce over intercom,appreciatewoulalsomincontactingpilotflightrequestalloweannounceintercom
7330,"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)",neutral, if you want we can keep you upate on whos wearing who amp whos with who amp who wins what were nice like that ,wantkeepupatewhoswearingampwhosampwinsnicelike
7331,@JetBlue  I did.  They have no idea where it is.,negative,  i i  they have no iea where it is,iea
7332,@JetBlue thanks but still annoying. Especially if I miss my flight. 😉 Can I tweet at the TSA??,negative, thanks but still annoying especially if i miss my flight  can i tweet at the tsa,thanksstillannoyingespeciallymissflighttweettsa
7333,"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.",negative, hey jetblue  still waiting to hear where you lost my 98 surfboar between jfk an bqn airports,heyjetbluestillwaitinghearlost98surfboarjfkbqnairports
7334,@JetBlue your gif game is strong.,negative, your gif game is strong,gifgamestrong
7335,@JetBlue well but for now the only thng we can do is wait for someone to explain us the situation with responsibility http://t.co/ML1JaCpmch,negative, well but for now the only thng we can o is wait for someone to explain us the situation with responsibility httptcoml1jacpmch,wellthngwaitsomeoneexplainussituationresponsibilityhttptcoml1jacpmch
7336,@JetBlue flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?,negative, flight 98 en to jfk alreay 2hrs elaye any iea how that might change again ue to weather forecast etc,flight98enjfkalreay2hrselayeieamightchangeueweatherforecastetc
7337,@JetBlue Why close prechk at 8PM on a Sunday at JFK?  #annoying,negative, why close prechk at 8pm on a sunay at jfk  ,closeprechk8pmsunayjfk
7338,@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers,negative, your crew int say it was about safety if they say that i was gla to stay  check the information you give to the costumers,crewintsaysafetysayglastaycheckinformationgivecostumers
7339,@JetBlue you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether,negative, you quite possibly ruine my entire first ay in south floria bc of your isorganization ,quitepossiblyruineentirefirstaysouthfloriabcisorganization
7340,@JetBlue I'm going to write a post on @Medium about the experience. Your customer service has tanked. #JetBlue,negative, im going to write a post on  about the experience your customer service has tanke ,imgoingwritepostexperiencecustomerservicetanke
7341,@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,negative, still no response from ceo i guess he is at the oscars  i bet his flight was on time  ,stillresponseceoguessoscarsbetflighttime
7342,"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break",negative, okay names of sj crew are alamo tatiana keep telling me to hol then leave esk ali tol me he coulnt help bc going on break,okaynamessjcrewalamotatianakeeptellingholleaveeskalitolcoulnthelpbcgoingbreak
7343,"@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!",positive, aha ok thanks was worrie there might not be a seat at all  will o it at the airport tomorrow then,ahaokthanksworriemightseatairporttomorrow
7344,@JetBlue that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.,negative, that is a stock response elays not as frustrating as poor cust serv amp being tol by 3 ppl to wait amp they come back but i not,stockresponseelaysfrustratingpoorcustservamptol3pplwaitampcomeback
7345,@JetBlue Ricoh Smith at BOS provided oust and service,neutral, ricoh smith at bos provie oust an service,ricohsmithbosprovieoustservice
7346,@JetBlue 4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,negative, 4 hr elay on flight to jfk via tampa amp worst customer service in san juan airport this after app not working all ay,4hrelayflightjfkviatampaampworstcustomerservicesanjuanairportappworkingay
7347,@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,negative, just please get my luggage from  onto carousel 5  logan airport an ill be able to go home,pleasegetluggageontocarousel5loganairportillablegohome
7348,@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?,negative, what happens when i have a confirme flight but no seat available uring online checkin except for even more space upgraes,happensconfirmeflightseatavailableuringonlinecheckinexceptevenspaceupgraes
7349,@JetBlue thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned.,negative, thanks for the response just been waiting for 5 hours an really frustrate seems like no one at jetblue is concerne,thanksresponsewaiting5hoursreallyfrustrateseemslikeonejetblueconcerne
7350,@JetBlue Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,negative, tx for the info just ont unerstan why you coulnt accurately estimate eparture time earlier weather in ny is fine now,txinfoontunerstancoulntaccuratelyestimateeparturetimeearlierweathernyfine
7351,@JetBlue hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys,neutral, hey me an my family have questions on a trip to isney worl that we are oing in april  please follow me so i coul m you guys,heyfamilyquestionstripisneyworloingaprilpleasefollowcoulguys
7352,“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏,positive,  so gla to hear thanks for sharing the vieo me an jetblue are  ,glahearthankssharingvieojetblue
7353,@JetBlue no m'good. Just get me home,neutral, no mgoo just get me home,mgoogethome
7354,@JetBlue thanks for the response. We are hopeful.,positive, thanks for the response we are hopeful,thanksresponsehopeful
7355,@JetBlue Update please on why flight 2601 continues to be further delayed,negative, upate please on why flight 2601 continues to be further elaye,upatepleaseflight2601continueselaye
7356,"@JetBlue ok, tx. Will tell the guy sitting next to me at the gate",neutral, ok tx will tell the guy sitting next to me at the gate,oktxtellguysittingnextgate
7357,@JetBlue thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks,negative, thank you for not even coming with a solution great service i might sayas a trueblue member i am totally issatisfiethanks,thankevencomingsolutiongreatservicemightsayastruebluemembertotallyissatisfiethanks
7358,@JetBlue all day,negative, all ay,ay
7359,@JetBlue how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.,negative, how about free wifi on flt 1254 out of pbi to make up for 25 hr elay treat us right,freewififlt1254pbimake25hrelaytreatusright
7360,@JetBlue why is flight 1106 delayed out to NY? Same problem?,negative, why is flight 1106 elaye out to ny same problem,flight1106elayenyproblem
7361,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,neutral, is that a guarantee well see about that tomorrow morning when i have to fight for a seat,guaranteewellseetomorrowmorningfightseat
7362,@JetBlue thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back,negative, thanks for the upate preciate it hope it gets here been elaye 2 ays getting back,thanksupatepreciatehopegetselaye2aysgettingback
7363,@JetBlue yes. They are working on it. Hoping bag is on the next flight and will deliver home...,negative, yes they are working on it hoping bag is on the next flight an will eliver home,yesworkinghopingbagnextflighteliverhome
7364,@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,negative, wellmy pai tickets have no assigne seats at all so essentially i wont be on this flight unless i pay more,wellmypaiticketsassigneseatsessentiallywontflightunlesspay
7365,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,negative, if seats arent guarantee why o we pay for them when i calle the rep sai some other people booke our seats,seatsarentguaranteepaycallerepsaipeoplebookeseats
7366,@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,positive, thank you for the refun of the change fee for a recent flight affecte by our bizarre winter excellent customer service an focus,thankrefunchangefeerecentflightaffectebizarrewinterexcellentcustomerservicefocus
7367,"@JetBlue yes, please get me the seats we paid for.",negative, yes please get me the seats we pai for,yespleasegetseatspai
7368,@JetBlue Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,negative, flight 136 eparts 214 am  finally  arrive jfk with no psgrs at 539 pm  thats a long flight aka bus httptcokfkjf1ztgi,flight136eparts214finallyarrivejfkpsgrs539pmthatslongflightakabushttptcokfkjf1ztgi
7369,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.,positive, thanks for help cant wait to travel with an get out of the snow,thankshelpcantwaittravelgetsnow
7370,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,neutral, help  i left my nikon camera uner the seat in front of me what o i o,helpleftnikoncameraunerseatfront
7371,"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.",negative, i hope your customer service reps are as reliablefrienly as they usually are so far you are not living up to your  repexper,hopecustomerservicerepsreliablefrienlyusuallyfarlivingrepexper
7372,@jetblue the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,neutral, the man with the smell left n now theres this stupi girl asking me questions can yall help,mansmellleftntheresstupigirlaskingquestionsyallhelp
7373,"FYI, @JetBlue: The last email response - ""we undrstnd this wasnt best 4 you"" -but hope 2 wlcm u back onbrd N the future...   nice touch. lol",negative,fyi  the last email response  we unrstn this wasnt best 4 you but hope 2 wlcm u back onbr n the future   nice touch lol,fyilastemailresponseunrstnwasntbest4hope2wlcmubackonbrnfuturenicetouchlol
7374,@JetBlue I think I have it selected already ☺️,neutral, i think i have it selecte alreay ,thinkselectealreay
7375,"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",negative, last flight was cancelle flightle then it was 2 hours to change a light bulb now sitting here waiting for maintenance unreal,lastflightcancelleflightle2hourschangelightbulbsittingwaitingmaintenanceunreal
7376,@JetBlue thanks for answering my questions!,positive, thanks for answering my questions,thanksansweringquestions
7377,@JetBlue that wasn't delayed or cabcelled,neutral, that wasnt elaye or cabcelle,wasntelayecabcelle
7378,@JetBlue I have to say that JetBlue has officially lost a customer. What a waste of all the points I have too! I am yet to be in a flight..,negative, i have to say that jetblue has officially lost a customer what a waste of all the points i have too i am yet to be in a flight,sayjetblueofficiallylostcustomerwastepointsyetflight
7379,@Jetblue  I will keep on tweeting until your CEO answers and personally apologizes to my wife and the passengers of flight 136. Just Wrong!!,negative,  i will keep on tweeting until your ceo answers an personally apologizes to my wife an the passengers of flight 136 just wrong,keeptweetingceoanswerspersonallyapologizeswifepassengersflight136wrong
7380,@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue,negative, i think its safe to say that after 25 years of loyal  flying we are officially one ,thinksafesay25yearsloyalflyingofficiallyone
7381,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",neutral, i have someone riving me its best to get a wheelchair once i get insie,someonerivingbestgetwheelchairgetinsie
7382,@JetBlue finally! Finally!,neutral, finally finally,finallyfinally
7383,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",negative, token 7500 goowill voucher for passengers stuck on flight 136 from phoenix toay 3 hour mark how about a 27000 per passenger,token7500goowillvoucherpassengersstuckflight136phoenixtoay3hourmark27000perpassenger
7384,@JetBlue anything serious I should worry about?,negative, anything serious i shoul worry about,anythingseriousshoulworry
7385,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,positive, cool are there stairs at jfk i can walk short istances but not stairs,coolstairsjfkwalkshortistancesstairs
7386,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,neutral, think about itboaring to a chill untz untz untzlike this httptcolj2larive0,thinkitboaringchilluntzuntzuntzlikehttptcolj2larive0
7387,@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx,negative, why are you making it so freaking har for me to say goo things about you   httptcov8sb0rbicx,makingfreakingharsaygoothingshttptcov8sb0rbicx
7388,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a",negative, seriously what is your solution who exactly will help my 5 year ol if theres a problem with the plane httptcovprplxj5a,seriouslysolutionexactlyhelp5yearoltheresproblemplanehttptcovprplxj5a
7389,@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,negative, your scheuling skills faile the elay went from four hours to nearly six ont tell me you were snowboun in pbi,scheulingskillsfaileelaywentfourhoursnearlysixonttellsnowbounpbi
7390,@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,neutral, the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on pls nt let him sit by me on the flight,mansittingnext2terminalscentthtcantquiteputfingerplsntletsitflight
7391,"@JetBlue sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",negative, saly no i have the app but it also is experiencing ifficulties the flight information boars are keeping me upate,salyappalsoexperiencingifficultiesflightinformationboarskeepingupate
7392,@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,negative, this is absur shoul a stranger help my kis if theres a problem  httptcolaiggef9kj,absurshoulstrangerhelpkistheresproblemhttptcolaiggef9kj
7393,@JetBlue I have a disabled seat in row 6 do I get to board earlier?,neutral, i have a isable seat in row 6 o i get to boar earlier,isableseatrow6getboarearlier
7394,"@JetBlue, thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot",negative, thanks for not guarantee that you can not eli ever my bags to my hotel when bag misse connection  ,thanksguaranteeelieverbagshotelbagmisseconnection
7395,@JetBlue flight 2008,neutral, flight 2008,flight2008
7396,@JetBlue Pittsburgh,neutral, pittsburgh,pittsburgh
7397,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,negative, youre lucky were still flying you after toays laning gear failure get your act together an help us sit with our kis,youreluckystillflyingtoayslaninggearfailuregetacttogetherhelpussitkis
7398,@JetBlue so the prefference option is not something that you honor? So why having it as one of the services if not applied?,negative, so the prefference option is not something that you honor so why having it as one of the services if not applie,prefferenceoptionsomethinghonoroneservicesapplie
7399,"@JetBlue if you want to be helpful, find us a seat. Don't quote terms and conditions. #jetbluefail",negative, if you want to be helpful fin us a seat ont quote terms an conitions ,wanthelpfulfinusseatontquotetermsconitions
7400,@JetBlue do you REALLY think it's okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure?? http://t.co/x6SYW3MDVu,negative, o you really think its okay to sit kis away from parents srsly esp after your laning gear failure httptcox6syw3mvu,reallythinkokaysitkisawayparentssrslyesplaninggearfailurehttptcox6syw3mvu
7401,"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",negative, they absolutely guarantee us we woul sit with our kis your terms response is insulting  ,absolutelyguaranteeuswoulsitkistermsresponseinsulting
7402,@JetBlue flight 1025 JFK to TPA 8:05am on Saturday! One way ticket!,neutral, flight 1025 jfk to tpa 805am on saturay one way ticket,flight1025jfktpa805amsaturayonewayticket
7403,@JetBlue What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.,negative, whats your excuse this time for 1117 elay from lga to tpa i know the plane is in the air,whatsexcusetime1117elaylgatpaknowplaneair
7404,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",negative, if you cant guarantee parents will sit with their chilren ont sell tickets with that promise  httptcohoxim6nz2,cantguaranteeparentssitchilrenontsellticketspromisehttptcohoxim6nz2
7405,@JetBlue once you go blue you don't go back,negative, once you go blue you ont go back,goblueontgoback
7406,@JetBlue why are there so many delays to north east cities?,negative, why are there so many elays to north east cities,manyelaysnortheastcities
7407,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,negative, kis fly ont hire people who ont care about them this guy  httptcoclvlhfguzw,kisflyonthirepeopleontcareguyhttptcoclvlhfguzw
7408,@JetBlue I shouldn't be made to feel like a criminal because I want to sit near my 5 year old on a flight. #jetblue http://t.co/qgtCao1J2U,negative, i shoulnt be mae to feel like a criminal because i want to sit near my 5 year ol on a flight  httptcoqgtcao1j2u,shoulntmaefeellikecriminalwantsitnear5yearolflighthttptcoqgtcao1j2u
7409,"@JetBlue Usually I have such a great experience with you guys? Very, very unhappy with you right now.",negative, usually i have such a great experience with you guys very very unhappy with you right now,usuallygreatexperienceguysunhappyright
7410,@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8,negative, why woul you hire a guy who oesnt care about the safety of chilren not remotely acceptable httptcolkfh9hyhw8,woulhireguyoesntcaresafetychilrenremotelyacceptablehttptcolkfh9hyhw8
7411,"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",negative, whats up three elays so far resulting in over three hours of unnecessary extra waiting,whatsthreeelaysfarresultingthreehoursunnecessaryextrawaiting
7412,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",positive, for the recor that was less than a 10minute turnaroun time for the answer from the question  jetblue rocks,recorless10minuteturnarountimeanswerquestionjetbluerocks
7413,@JetBlue never had an airline refuse to help sit parents with tiny kids. But this guy is willing to do it. #JetBlue http://t.co/MzZfGqfHu2,negative, never ha an airline refuse to help sit parents with tiny kis but this guy is willing to o it  httptcomzzfgqfhu2,neverhaairlinerefusehelpsitparentstinykisguywillinghttptcomzzfgqfhu2
7414,"@JetBlue from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",negative, from san iego with a 4 hour elay to jfkeven you have a amex  jetblue even having over 50000 travel miles youre still nothing,saniego4hourelayjfkevenamexjetblueeven50000travelmilesyourestillnothing
7415,@JetBlue it seems almost inconceivable that sitting a 5 year old alone is considered okay. But this guy thinks so. http://t.co/q9n6NZYSpK,negative, it seems almost inconceivable that sitting a 5 year ol alone is consiere okay but this guy thinks so httptcoq9n6nzyspk,seemsalmostinconceivablesitting5yearolaloneconsiereokayguythinkshttptcoq9n6nzyspk
7416,@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,negative, thir straight time that my flight has been elaye flying with you guys this will be my last trip with you,thirstraighttimeflightelayeflyingguyslasttrip
7417,"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",negative, youve let me own 215 elay at jfk because of inboun flight from syracuse really ,youvelet215elayjfkinbounflightsyracusereally
7418,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4,negative, a 5 year ol cant sit alone on a flight this is absur an this guy is a ick  httptco2hxsp0ha4,5yearolcantsitaloneflightabsurguyickhttptco2hxsp0ha4
7419,@JetBlue being told by this guy that he will not help us sit next to our 5 and 8 year old on the flight. #jetblue http://t.co/49FLbgzZkd,negative, being tol by this guy that he will not help us sit next to our 5 an 8 year ol on the flight  httptco49flbgzzk,tolguyhelpussitnext58yearolflighthttptco49flbgzzk
7420,@JetBlue of my tray table is broken what do i do?,neutral, of my tray table is broken what o i o,traytablebroken
7421,"@JetBlue Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!",neutral, omestic  to be clear  i o not have to sit in your lovely terminal just nee to be there 1 hour prior to boaring  thanks,omesticclearsitlovelyterminalnee1hourpriorboaringthanks
7422,@JetBlue thanks for NOT! Sending me an update that our flight was delayed 3 hours. Unbelievable!,negative, thanks for not sening me an upate that our flight was elaye 3 hours unbelievable,thanksseningupateflightelaye3hoursunbelievable
